Model,MSE,RMSE,MAE,Mean_Error
NN3_best,5.2320445835492654e-08,0.00022873662985077982,5.4972391861754486e-05,-1.3574772097349042e-05
NN3_top10,5.340869017896436e-08,0.00023110320244203533,5.9608932647938855e-05,-1.7461511072216798e-05
