Model,MSE,RMSE,MAE,Mean_Error
NN2_best,4.990510431305819e-08,0.00022339450376644945,5.77246790881837e-05,-1.653894704578346e-05
NN2_top10,5.067984484547892e-08,0.00022512184444313464,5.4150414164931966e-05,-1.4752939127768534e-05
