Model,MSE,RMSE,MAE,Mean_Error
NN1_best,5.348397302991536e-08,0.00023126602221233315,5.3254827544809265e-05,-4.920385445268438e-06
NN1_top10,4.9816166382002477e-08,0.00022319535475005405,5.8271349263928005e-05,-1.935248664541631e-05
