Date,RV_actual,RV_forecast_best,RV_forecast_top10
2016-04-21,5.285423401950513e-05,9.633265e-05,0.00010850527
2016-04-22,8.072922492451358e-05,8.305142e-05,8.938625e-05
2016-04-25,6.615018032214572e-05,8.919313e-05,9.415929e-05
2016-04-26,5.869506409109005e-05,9.4834766e-05,0.00010221223
2016-04-27,9.747323108214564e-05,8.93126e-05,9.959644e-05
2016-04-28,0.0001465823345763,0.00014968125,0.00011954892
2016-04-29,9.49354636700917e-05,0.000108924614,0.0001336487
2016-05-02,0.000104971983643,0.00014827172,0.00013569924
2016-05-03,8.462797542712316e-05,0.00013736416,0.00014791262
2016-05-04,9.322932475882608e-05,0.0001444138,0.00017610347
2016-05-05,0.000171945087101,0.00011894261,0.00015008976
2016-05-06,0.0001157076251394,0.000121571196,0.00013802623
2016-05-09,9.4510263471692e-05,0.00011611967,0.00012398159
2016-05-10,0.0001286391088613,0.00011273304,0.00013749456
2016-05-11,0.0001351417803126,0.00012594339,0.00013637704
2016-05-12,0.0001523596039145,0.00010928765,0.00012672126
2016-05-13,3.2793535365183516e-05,0.00012743255,0.00013448289
2016-05-16,0.0001231298436432,9.9345976e-05,0.00012318275
2016-05-17,0.0001029839273537,0.00011159404,0.00013492545
2016-05-18,0.0001349743953929,0.00010385398,0.00012117905
2016-05-19,7.681011938012709e-05,0.00015263364,0.00015303359
2016-05-20,0.0001760648287833,9.9659475e-05,0.000125878
2016-05-23,7.64855864400628e-05,0.0001355474,0.0001460466
2016-05-24,5.028443074957498e-05,0.00010549011,0.00011275202
2016-05-25,5.612715342291293e-05,9.880823e-05,0.00011619974
2016-05-26,2.638448316011813e-05,9.220075e-05,0.00010153372
2016-05-27,1.849976577056911e-05,7.6686374e-05,8.8367706e-05
2016-05-30,5.5796352267937055e-05,7.494214e-05,8.669946e-05
2016-05-31,7.276680411360176e-05,8.4590996e-05,0.00010191834
2016-06-01,7.182857555068032e-05,0.00010601034,0.000113238544
2016-06-02,0.0001301422686445,0.00011944571,0.00011549982
2016-06-03,4.8077220532651975e-05,9.649611e-05,0.000114564005
2016-06-06,5.437994494407601e-05,9.008019e-05,0.00011460485
2016-06-07,5.3049697563391456e-05,9.172629e-05,0.00011029436
2016-06-08,5.564130458406076e-05,9.0967456e-05,0.000116683994
2016-06-09,0.0001253277884836,0.00010312904,0.000119301665
2016-06-10,0.0001143422024297,0.0001440399,0.0001626641
2016-06-13,0.0001414033212355,0.00017995764,0.00019682871
2016-06-14,8.583610893609849e-05,0.00027736925,0.00028745708
2016-06-15,0.0001606533817775,0.00020309255,0.0002309205
2016-06-16,0.0001444261578035,0.0002567757,0.0002609449
2016-06-17,0.0001540148721645,0.00017487163,0.00018905778
2016-06-20,0.0001033818123089,0.00014144996,0.00016437235
2016-06-21,8.468976017806533e-05,0.00012877793,0.0001587231
2016-06-22,0.0003127041612844,0.00013022256,0.0001567892
2016-06-23,0.0062272572807869,0.00014493112,0.00015730901
2016-06-24,0.0003338888393461,0.0010381683,0.0010392722
2016-06-27,0.0001944522711404,0.00072534743,0.00057888543
2016-06-28,0.00012518008458,0.0005156044,0.00045372304
2016-06-29,0.0002244528483643,0.0004184862,0.00037423798
2016-06-30,0.0001329190567126,0.00046392254,0.00040366114
2016-07-01,5.95428722118083e-05,0.00019749973,0.00017304163
2016-07-04,9.953972764709518e-05,0.00016301032,0.00015172339
2016-07-05,0.0001444011275835,0.0002436711,0.00019913292
2016-07-06,0.0001058242641617,0.00024306495,0.0002527418
2016-07-07,0.0002152102266698,0.00020721978,0.0002211585
2016-07-08,0.0001163844818066,0.00023663757,0.00023212815
2016-07-11,8.607745962498945e-05,0.0001514662,0.00017893311
2016-07-12,0.000388668271507,0.00015028425,0.00015869332
2016-07-13,0.0001100427441462,0.00020578234,0.00016861981
2016-07-15,0.0001280119033764,0.00015029236,0.00014177663
2016-07-18,9.980837045345352e-05,0.0001490422,0.00013851203
2016-07-19,6.670098684778401e-05,0.00015035563,0.00015219484
2016-07-20,0.0001169894449479,0.00014496275,0.00014256619
2016-07-21,0.0001187004139295,0.00013979421,0.00014391527
2016-07-22,6.900010930245905e-05,0.00014933979,0.00014818535
2016-07-25,8.972933572017637e-05,0.00013913267,0.00014886819
2016-07-26,2.579181904093408e-05,0.00015053246,0.00014079604
2016-07-27,8.528859290513268e-05,8.502209e-05,9.661667e-05
2016-07-28,6.293501255894337e-05,9.849401e-05,9.408434e-05
2016-07-29,6.462306055668062e-05,8.187948e-05,8.720601e-05
2016-08-01,7.760070877525404e-05,8.575815e-05,9.489746e-05
2016-08-02,0.0001398654159485,0.00011484862,0.00011897167
2016-08-03,8.625829040102548e-05,0.00013364201,0.00013341366
2016-08-04,5.785184154315149e-05,0.00010644899,0.00011890178
2016-08-05,3.406973326692493e-05,9.7172204e-05,0.000101465244
2016-08-08,3.605884603883981e-05,9.769541e-05,0.000104665975
2016-08-09,3.432785991894168e-05,7.714413e-05,7.1519135e-05
2016-08-10,3.9251661079819115e-05,7.081802e-05,6.890798e-05
2016-08-11,2.968037518591873e-05,8.774417e-05,7.675928e-05
2016-08-12,2.5394121123613277e-05,7.84758e-05,8.1419115e-05
2016-08-15,5.963779185506859e-05,8.5282605e-05,8.187888e-05
2016-08-16,5.736011218866102e-05,0.00010055718,9.914492e-05
2016-08-17,2.5329570015884297e-05,8.1191756e-05,9.556749e-05
2016-08-18,6.045134694114589e-05,9.523209e-05,9.685231e-05
2016-08-19,0.0001042945784459,8.2121944e-05,9.961702e-05
2016-08-22,5.734398764620082e-05,8.328446e-05,0.00010538767
2016-08-23,4.740936069048123e-05,8.66326e-05,9.572954e-05
2016-08-24,6.05663111083877e-05,6.9926966e-05,8.0612146e-05
2016-08-25,0.00010750574774,8.831433e-05,9.633402e-05
2016-08-26,5.957542325528995e-05,9.4985786e-05,9.149617e-05
2016-08-29,3.704278133236895e-05,8.027843e-05,9.460434e-05
2016-08-30,4.454777559691289e-05,6.565193e-05,7.450814e-05
2016-08-31,7.7816526383221e-05,6.949781e-05,8.071941e-05
2016-09-01,8.742737229184434e-05,6.0876642e-05,7.049508e-05
2016-09-02,2.5489610935255814e-05,7.687004e-05,7.6220924e-05
2016-09-05,4.1245510140717344e-05,6.605038e-05,6.937469e-05
2016-09-06,5.893333808257708e-05,6.625331e-05,7.555708e-05
2016-09-07,0.000116051764795,7.619052e-05,7.9326615e-05
2016-09-08,8.133020284784319e-05,8.9496876e-05,8.811231e-05
2016-09-09,0.000109075711622,7.295418e-05,8.3112885e-05
2016-09-12,7.609757110443477e-05,0.00016519551,0.00012455441
2016-09-13,7.668175510311387e-05,9.307186e-05,0.00011435109
2016-09-14,7.881851653492917e-05,0.00012474558,0.00013339627
2016-09-15,8.220412229148972e-05,9.753725e-05,0.000110748595
2016-09-16,2.2915444739787783e-05,9.065963e-05,0.000113112816
2016-09-19,3.517531944792515e-05,8.084496e-05,9.50908e-05
2016-09-20,3.872742570500875e-05,7.311414e-05,8.837307e-05
2016-09-21,4.5223299312026834e-05,7.7845136e-05,9.6859265e-05
2016-09-22,3.158679523623141e-05,8.101454e-05,8.37715e-05
2016-09-23,5.8580203727927945e-05,7.055036e-05,6.67891e-05
2016-09-26,8.127748447649537e-05,9.017385e-05,9.0603375e-05
2016-09-27,6.49659942618343e-05,8.123991e-05,8.850279e-05
2016-09-28,7.056399575983866e-05,0.000100945734,0.00010299929
2016-09-29,0.0002024095074863,0.000101198006,0.000119557386
2016-09-30,1.6830419471148026e-05,0.00011786586,0.000110688656
2016-10-03,6.269700555193848e-05,8.04921e-05,0.00010395156
2016-10-04,5.231337842680469e-05,7.9216086e-05,8.889125e-05
2016-10-05,5.762678528739786e-05,7.980598e-05,9.342227e-05
2016-10-06,0.0001022949176314,8.307831e-05,9.615252e-05
2016-10-07,5.275992008896654e-05,9.24783e-05,0.0001018318
2016-10-10,4.291072958397141e-05,8.248566e-05,9.129358e-05
2016-10-11,6.025666713656674e-05,7.427696e-05,9.3310715e-05
2016-10-12,9.030600004175452e-05,8.620605e-05,8.245393e-05
2016-10-13,4.458240093709509e-05,8.821551e-05,0.00010249963
2016-10-14,4.522190431433646e-05,7.0490896e-05,7.932745e-05
2016-10-17,2.9549970094956813e-05,7.978699e-05,9.576358e-05
2016-10-18,2.1844203413039433e-05,7.155272e-05,7.7824996e-05
2016-10-19,5.1201121327380054e-05,8.0411795e-05,8.423202e-05
2016-10-20,2.938618839427886e-05,5.9730206e-05,6.389529e-05
2016-10-21,2.3564824366545496e-05,6.6929024e-05,5.989247e-05
2016-10-24,2.7868643625797673e-05,6.0521787e-05,6.268057e-05
2016-10-25,4.31375196435991e-05,6.324111e-05,7.255094e-05
2016-10-26,9.549387738427454e-05,6.567481e-05,7.0442926e-05
2016-10-27,7.297412296927481e-05,7.9146e-05,7.881159e-05
2016-10-28,3.9178933291231065e-05,6.586446e-05,7.560155e-05
2016-10-31,6.599006431558282e-05,6.819314e-05,8.369022e-05
2016-11-01,4.924686522666302e-05,8.066784e-05,0.000105715495
2016-11-02,5.6656382543796486e-05,9.361434e-05,0.000113373644
2016-11-03,4.2403793556643425e-05,8.752894e-05,0.0001201326
2016-11-04,5.223597600835327e-05,9.613618e-05,0.00012523175
2016-11-07,4.001142483515369e-05,8.3775965e-05,0.000115505616
2016-11-08,0.0003191267473782,0.00011055107,0.000114193674
2016-11-09,0.0001382759214839,0.00015062238,0.00012655817
2016-11-10,0.0001064944831087,0.00014988681,0.00012986377
2016-11-11,8.141803487188575e-05,8.0596474e-05,9.829566e-05
2016-11-14,4.814512643652075e-05,9.148853e-05,0.00011185357
2016-11-15,8.366170815128343e-05,9.704308e-05,0.00011155901
2016-11-16,5.3490124726483866e-05,9.606196e-05,0.000111959176
2016-11-17,7.404611289045225e-05,7.751437e-05,9.156166e-05
2016-11-18,6.835766280381194e-05,8.563692e-05,0.00010064164
2016-11-21,3.968183139019824e-05,8.9309775e-05,0.00010686197
2016-11-22,5.672608608610435e-05,8.4308675e-05,0.00010053608
2016-11-23,4.1309365781664005e-05,8.5964435e-05,9.9240606e-05
2016-11-24,2.522960856373642e-05,8.360023e-05,0.000100677324
2016-11-25,6.265145847991447e-05,6.778533e-05,8.472961e-05
2016-11-28,7.192650354842568e-05,9.107486e-05,0.00010979611
2016-11-29,5.780571989924209e-05,7.964927e-05,8.95097e-05
2016-11-30,7.125059622545927e-05,9.865655e-05,0.00011295881
2016-12-01,5.833261589428571e-05,0.000103513885,0.00011998821
2016-12-02,0.0001544089783838,8.7929184e-05,0.000100779245
2016-12-05,4.897439243131561e-05,9.987813e-05,9.665299e-05
2016-12-06,3.6783584731806645e-05,6.833724e-05,7.2759125e-05
2016-12-07,0.0001352840900236,6.6732595e-05,6.934317e-05
2016-12-08,3.2624785140573146e-05,8.540027e-05,8.032367e-05
2016-12-09,2.611684339313675e-05,7.19701e-05,6.309147e-05
2016-12-12,3.3275697920775306e-05,7.2902905e-05,7.1828836e-05
2016-12-13,3.180587338217507e-05,5.8385252e-05,5.2214462e-05
2016-12-14,7.423414168817352e-05,6.912619e-05,6.725265e-05
2016-12-15,6.603710578005543e-05,6.672212e-05,4.5077035e-05
2016-12-16,1.825063725235017e-05,7.6898854e-05,7.053201e-05
2016-12-19,2.0654182708602712e-05,5.78497e-05,4.7909227e-05
2016-12-20,1.683012975272209e-05,6.3973595e-05,5.579451e-05
2016-12-21,1.6381117654118938e-05,5.2499956e-05,4.4937267e-05
2016-12-22,8.499766671150814e-06,6.1809966e-05,5.303364e-05
2016-12-23,7.4546694505404366e-06,5.3822143e-05,4.4973945e-05
2016-12-27,4.405945835823503e-06,5.5925724e-05,5.181799e-05
2016-12-28,1.1475006897487983e-05,6.191192e-05,5.8277714e-05
2016-12-29,2.0669685067607912e-05,6.677688e-05,5.2074924e-05
2016-12-30,2.2874100264898497e-05,5.588147e-05,5.5792894e-05
2017-01-02,2.655706052475812e-05,5.8036443e-05,5.2707182e-05
2017-01-03,1.314050657970631e-05,5.6686593e-05,4.6106616e-05
2017-01-04,3.0025004621430952e-05,5.61373e-05,6.445658e-05
2017-01-05,2.5466815772097012e-05,5.8225283e-05,5.217088e-05
2017-01-06,2.006193135632779e-05,5.5136843e-05,4.913367e-05
2017-01-09,2.236807353238282e-05,4.875766e-05,4.5299726e-05
2017-01-10,4.47154759194328e-05,5.1276133e-05,4.6181434e-05
2017-01-11,3.927697939981465e-05,5.8372723e-05,5.7797366e-05
2017-01-12,1.9266631827716433e-05,6.962705e-05,7.078699e-05
2017-01-13,2.3835975243256497e-05,4.7888803e-05,5.0926854e-05
2017-01-16,4.756202443863202e-05,6.257436e-05,5.3988955e-05
2017-01-17,3.1700352926930103e-05,7.3461524e-05,6.916375e-05
2017-01-18,3.837266974433304e-05,4.8089503e-05,5.0661667e-05
2017-01-19,4.284543845050885e-05,5.0345283e-05,5.7368703e-05
2017-01-20,5.700072558332059e-05,6.316156e-05,6.339258e-05
2017-01-23,1.7171771632571203e-05,7.4601354e-05,7.684378e-05
2017-01-24,2.8813421698987636e-05,5.8142447e-05,6.0677598e-05
2017-01-25,1.997137311441027e-05,5.483797e-05,6.390841e-05
2017-01-26,2.5150555605911273e-05,6.570396e-05,7.521727e-05
2017-01-27,4.69161956223433e-05,4.956942e-05,5.4108772e-05
2017-01-30,5.231692346108991e-05,6.716432e-05,6.8671034e-05
2017-01-31,4.604013805654891e-05,8.099948e-05,7.8663375e-05
2017-02-01,3.79121832829478e-05,6.332262e-05,7.8039266e-05
2017-02-02,2.6570220024898408e-05,7.4620024e-05,7.610036e-05
2017-02-03,5.677096620123277e-05,6.033457e-05,6.375638e-05
2017-02-06,3.107721516066708e-05,6.602165e-05,7.5974196e-05
2017-02-07,5.353707732419721e-05,6.111716e-05,6.621279e-05
2017-02-08,5.546988065835329e-05,6.8690155e-05,7.917006e-05
