Model,MSE,RMSE,MAE,Mean_Error
NN2_best,5.336380074593586e-08,0.00023100606214109592,6.564807291125544e-05,-2.3261390918143674e-05
NN2_top10,5.412078856257326e-08,0.0002326387512057552,6.473270808647224e-05,-2.2161858190551114e-05
