Model,MSE,RMSE,MAE,Mean_Error
NN3_best,5.622796524734712e-08,0.00023712436662508371,7.39986030013525e-05,-3.3201312570411377e-05
NN3_top10,5.754865218345669e-08,0.00023989300153080058,7.58232205408301e-05,-3.1875589894177744e-05
