Model,MSE,RMSE,MAE,Mean_Error
NN4_best,5.5876694604961234e-08,0.0002363825175535645,6.945300661865575e-05,-2.5267602012339638e-05
NN4_top10,5.7452589396822366e-08,0.00023969269783792406,7.488913935910322e-05,-2.9893923928518264e-05
