Model,MSE,RMSE,MAE,Mean_Error
NN2_best,5.8793183371474026e-08,0.00024247305700113162,7.269926714071064e-05,-2.6473409929057572e-05
NN2_top10,5.850151878508333e-08,0.00024187087213032357,7.11952573756579e-05,-2.5020896216823404e-05
