Model,MSE,RMSE,MAE,Mean_Error
NN4_best,5.992340820451995e-08,0.00024479258200468405,7.281397511025043e-05,-2.4183729048933906e-05
NN4_top10,6.009019725382215e-08,0.0002451330195094536,7.314136437946249e-05,-2.4050792642472764e-05
