Model,MSE,RMSE,MAE,Mean_Error
NN1_best,5.469918260941371e-08,0.0002338785638091138,5.8714065710761194e-05,-1.353875106231834e-05
NN1_top10,5.7133231460562343e-08,0.00023902558745992518,5.728615111641573e-05,-1.0871631944080193e-05
