Model,MSE,RMSE,MAE,Mean_Error
NN3_best,5.6934101076203916e-08,0.0002386086777051579,6.715084961492174e-05,-1.97559680028053e-05
NN3_top10,5.682982028740534e-08,0.00023839005912035287,6.180455075216767e-05,-1.468111530333293e-05
