Model,MSE,RMSE,MAE,Mean_Error
NN4_best,5.6987866399622783e-08,0.00023872131534411162,5.484348665345541e-05,-5.172298310636708e-06
NN4_top10,5.919530421191139e-08,0.00024330085123548456,6.367520864856253e-05,-1.3374533718527159e-05
